Comment: Sweep Frequency: 24 Hz
Time (s),Voltage (V)
4.612399999999999833e-01,2.482112818151843925e+00
4.612800000000000233e-01,2.482935227640499676e+00
4.613200000000000078e-01,2.482770745742568508e+00
4.613599999999999923e-01,2.483757637131651208e+00
4.613999999999999768e-01,2.482770745742568508e+00
4.614400000000000168e-01,2.482935227640499676e+00
4.614800000000000013e-01,2.486060383720162026e+00
4.615199999999999858e-01,2.484580046625299410e+00
4.615600000000000258e-01,2.486224865620091151e+00
4.616000000000000103e-01,2.483428673334890924e+00
4.616399999999999948e-01,2.483922119030181008e+00
4.616799999999999793e-01,2.484086600928810729e+00
4.617200000000000193e-01,2.483593155233220884e+00
4.617600000000000038e-01,2.483593155233220884e+00
4.617999999999999883e-01,2.482770745742568508e+00
4.618399999999999728e-01,2.484909010423458575e+00
4.618800000000000128e-01,2.485731419920603980e+00
4.619199999999999973e-01,2.484580046625299410e+00
4.619599999999999818e-01,2.486882793220806853e+00
4.620000000000000218e-01,2.485895901820333265e+00
4.620400000000000063e-01,2.484251082827540369e+00
4.620799999999999907e-01,2.486553829420249162e+00
4.621199999999999752e-01,2.487540720823123053e+00
4.621600000000000152e-01,2.486224865620091151e+00
4.621999999999999997e-01,2.487047275121236023e+00
4.622399999999999842e-01,2.486553829420249162e+00
4.622800000000000242e-01,2.488527612229598507e+00
4.623200000000000087e-01,2.487376238922393679e+00
4.623599999999999932e-01,2.487540720823123053e+00
4.623999999999999777e-01,2.488856576032557832e+00
4.624400000000000177e-01,2.488856576032557832e+00
4.624800000000000022e-01,2.488856576032557832e+00
4.625199999999999867e-01,2.489021057934187375e+00
4.625600000000000267e-01,2.489185539835917282e+00
4.626000000000000112e-01,2.489185539835917282e+00
4.626399999999999957e-01,2.488363130328269168e+00
4.626799999999999802e-01,2.488856576032557832e+00
4.627200000000000202e-01,2.489021057934187375e+00
4.627600000000000047e-01,2.489350021737747554e+00
4.627999999999999892e-01,2.491159322664486808e+00
4.628399999999999737e-01,2.489678985541707856e+00
4.628800000000000137e-01,2.491488286470650682e+00
4.629199999999999982e-01,2.492146214084181466e+00
4.629599999999999826e-01,2.490830358858723503e+00
4.630000000000000226e-01,2.490007949346068727e+00
4.630400000000000071e-01,2.491323804567518341e+00
4.630799999999999916e-01,2.490172431248399043e+00
4.631199999999999761e-01,2.490336913150830167e+00
4.631600000000000161e-01,2.490336913150830167e+00
4.632000000000000006e-01,2.491488286470650682e+00
4.632399999999999851e-01,2.490501395053360767e+00
4.632800000000000251e-01,2.491817250277215567e+00
4.633200000000000096e-01,2.490501395053360767e+00
4.633599999999999941e-01,2.490830358858723503e+00
4.633999999999999786e-01,2.490830358858723503e+00
4.634400000000000186e-01,2.490501395053360767e+00
4.634800000000000031e-01,2.490501395053360767e+00
4.635199999999999876e-01,2.489843467443838332e+00
4.635600000000000276e-01,2.488363130328269168e+00
4.636000000000000121e-01,2.488034166525910695e+00
4.636399999999999966e-01,2.488527612229598507e+00
4.636799999999999811e-01,2.488692094131028210e+00
4.637200000000000211e-01,2.486882793220806853e+00
4.637600000000000056e-01,2.488198648427039750e+00
4.637999999999999901e-01,2.487211757021764669e+00
4.638399999999999745e-01,2.486882793220806853e+00
4.638800000000000145e-01,2.487376238922393679e+00
4.639199999999999990e-01,2.487376238922393679e+00
4.639599999999999835e-01,2.487211757021764669e+00
4.640000000000000235e-01,2.487869684624881117e+00
4.640400000000000080e-01,2.487705202723952347e+00
4.640799999999999925e-01,2.488527612229598507e+00
4.641199999999999770e-01,2.489514503639677745e+00
4.641600000000000170e-01,2.489514503639677745e+00
4.642000000000000015e-01,2.489350021737747554e+00
4.642399999999999860e-01,2.489843467443838332e+00
4.642800000000000260e-01,2.491323804567518341e+00
4.643200000000000105e-01,2.490501395053360767e+00
4.643599999999999950e-01,2.490172431248399043e+00
4.643999999999999795e-01,2.491323804567518341e+00
4.644400000000000195e-01,2.491323804567518341e+00
4.644800000000000040e-01,2.492310695987814739e+00
4.645199999999999885e-01,2.492146214084181466e+00
4.645599999999999730e-01,2.491981732180648113e+00
4.646000000000000130e-01,2.493791033125026146e+00
4.646399999999999975e-01,2.492146214084181466e+00
4.646799999999999820e-01,2.492639659795381935e+00
4.647200000000000220e-01,2.492639659795381935e+00
4.647600000000000064e-01,2.493133105507484792e+00
4.647999999999999909e-01,2.493791033125026146e+00
4.648399999999999754e-01,2.492146214084181466e+00
4.648800000000000154e-01,2.492475177891547933e+00
4.649199999999999999e-01,2.492968623603350142e+00
4.649599999999999844e-01,2.493297587411719807e+00
4.650000000000000244e-01,2.494448960744172439e+00
4.650400000000000089e-01,2.493955515029661729e+00
4.650799999999999934e-01,2.495106888364924114e+00
4.651199999999999779e-01,2.496422743611245831e+00
4.651600000000000179e-01,2.495271370270362610e+00
4.652000000000000024e-01,2.495929297893122456e+00
4.652399999999999869e-01,2.495271370270362610e+00
4.652800000000000269e-01,2.495600334081541583e+00
4.653200000000000114e-01,2.495929297893122456e+00
4.653599999999999959e-01,2.495929297893122456e+00
4.653999999999999804e-01,2.496751707423830346e+00
4.654400000000000204e-01,2.495600334081541583e+00
4.654800000000000049e-01,2.495764815987281615e+00
4.655199999999999894e-01,2.495929297893122456e+00
4.655599999999999739e-01,2.495929297893122456e+00
4.656000000000000139e-01,2.495764815987281615e+00
4.656399999999999983e-01,2.495271370270362610e+00
4.656799999999999828e-01,2.494942406459585538e+00
4.657200000000000228e-01,2.493791033125026146e+00
4.657600000000000073e-01,2.494119996934398564e+00
4.657999999999999918e-01,2.494284478839234875e+00
4.658399999999999763e-01,2.493462069316054741e+00
4.658800000000000163e-01,2.494448960744172439e+00
4.659200000000000008e-01,2.493297587411719807e+00
4.659599999999999853e-01,2.493955515029661729e+00
4.660000000000000253e-01,2.493626551220490040e+00
4.660400000000000098e-01,2.494284478839234875e+00
4.660799999999999943e-01,2.495271370270362610e+00
4.661199999999999788e-01,2.496422743611245831e+00
4.661600000000000188e-01,2.495600334081541583e+00
4.662000000000000033e-01,2.495600334081541583e+00
4.662399999999999878e-01,2.495271370270362610e+00
4.662799999999999723e-01,2.496422743611245831e+00
4.663200000000000123e-01,2.496587225517488129e+00
4.663599999999999968e-01,2.496422743611245831e+00
4.663999999999999813e-01,2.497245153143460961e+00
4.664400000000000213e-01,2.497903080771040507e+00
4.664800000000000058e-01,2.500699273206199447e+00
4.665199999999999902e-01,2.498725490307776909e+00
4.665599999999999747e-01,2.499712381755177848e+00
4.666000000000000147e-01,2.499054454123175173e+00
4.666399999999999992e-01,2.499218936031025073e+00
4.666799999999999837e-01,2.500370309388789902e+00
4.667200000000000237e-01,2.497738598863994852e+00
4.667600000000000082e-01,2.499547899847026411e+00
4.667999999999999927e-01,2.498396526492780989e+00
4.668399999999999772e-01,2.498067562678186970e+00
4.668800000000000172e-01,2.498561008400228545e+00
4.669200000000000017e-01,2.497738598863994852e+00
4.669599999999999862e-01,2.496916189330273372e+00
4.670000000000000262e-01,2.498561008400228545e+00
4.670400000000000107e-01,2.497903080771040507e+00
4.670799999999999952e-01,2.499383417938975338e+00
4.671199999999999797e-01,2.497574116957050006e+00
4.671600000000000197e-01,2.497903080771040507e+00
4.672000000000000042e-01,2.497574116957050006e+00
4.672399999999999887e-01,2.497409635050205079e+00
4.672799999999999732e-01,2.498561008400228545e+00
4.673200000000000132e-01,2.500041345571782703e+00
4.673599999999999977e-01,2.499712381755177848e+00
4.673999999999999821e-01,2.499383417938975338e+00
4.674400000000000222e-01,2.499547899847026411e+00
4.674800000000000066e-01,2.499547899847026411e+00
4.675199999999999911e-01,2.500205827480236120e+00
4.675599999999999756e-01,2.501686164660843481e+00
4.676000000000000156e-01,2.499876863663430093e+00
4.676400000000000001e-01,2.499218936031025073e+00
4.676799999999999846e-01,2.501028237024011780e+00
4.677200000000000246e-01,2.500863755115055653e+00
4.677600000000000091e-01,2.500370309388789902e+00
4.677999999999999936e-01,2.499054454123175173e+00
4.678399999999999781e-01,2.501192718933068715e+00
4.678800000000000181e-01,2.501850646570302761e+00
4.679200000000000026e-01,2.501028237024011780e+00
4.679599999999999871e-01,2.500370309388789902e+00
4.680000000000000271e-01,2.499054454123175173e+00
4.680400000000000116e-01,2.497903080771040507e+00
4.680799999999999961e-01,2.499054454123175173e+00
4.681199999999999806e-01,2.500205827480236120e+00
4.681600000000000206e-01,2.499712381755177848e+00
4.682000000000000051e-01,2.499876863663430093e+00
4.682399999999999896e-01,2.500370309388789902e+00
4.682799999999999740e-01,2.501521682751484121e+00
4.683200000000000141e-01,2.499054454123175173e+00
4.683599999999999985e-01,2.499383417938975338e+00
4.683999999999999830e-01,2.499547899847026411e+00
4.684400000000000230e-01,2.501028237024011780e+00
4.684800000000000075e-01,2.501357200842226014e+00
4.685199999999999920e-01,2.499383417938975338e+00
4.685599999999999765e-01,2.498232044585433798e+00
4.686000000000000165e-01,2.498725490307776909e+00
4.686400000000000010e-01,2.499383417938975338e+00
4.686799999999999855e-01,2.500041345571782703e+00
4.687200000000000255e-01,2.499054454123175173e+00
4.687600000000000100e-01,2.498889972215425637e+00
4.687999999999999945e-01,2.499054454123175173e+00
4.688399999999999790e-01,2.499218936031025073e+00
4.688800000000000190e-01,2.500205827480236120e+00
4.689200000000000035e-01,2.499383417938975338e+00
4.689599999999999880e-01,2.498561008400228545e+00
4.689999999999999725e-01,2.497903080771040507e+00
4.690400000000000125e-01,2.498889972215425637e+00
4.690799999999999970e-01,2.498889972215425637e+00
4.691199999999999815e-01,2.497903080771040507e+00
4.691600000000000215e-01,2.497903080771040507e+00
4.692000000000000060e-01,2.497903080771040507e+00
4.692399999999999904e-01,2.500534791297444936e+00
4.692799999999999749e-01,2.499383417938975338e+00
4.693200000000000149e-01,2.498561008400228545e+00
4.693599999999999994e-01,2.497903080771040507e+00
4.693999999999999839e-01,2.498067562678186970e+00
4.694400000000000239e-01,2.497080671236816762e+00
4.694800000000000084e-01,2.498725490307776909e+00
4.695199999999999929e-01,2.496587225517488129e+00
4.695599999999999774e-01,2.497245153143460961e+00
4.696000000000000174e-01,2.496916189330273372e+00
4.696400000000000019e-01,2.495764815987281615e+00
4.696799999999999864e-01,2.497409635050205079e+00
4.697200000000000264e-01,2.496258261705104342e+00
4.697600000000000109e-01,2.496093779799062773e+00
4.697999999999999954e-01,2.495106888364924114e+00
4.698399999999999799e-01,2.495271370270362610e+00
4.698800000000000199e-01,2.496422743611245831e+00
4.699200000000000044e-01,2.494777924554347326e+00
4.699599999999999889e-01,2.493297587411719807e+00
4.699999999999999734e-01,2.494777924554347326e+00
4.700400000000000134e-01,2.494284478839234875e+00
4.700799999999999979e-01,2.495600334081541583e+00
4.701199999999999823e-01,2.495271370270362610e+00
4.701600000000000223e-01,2.494777924554347326e+00
4.702000000000000068e-01,2.493791033125026146e+00
4.702399999999999913e-01,2.494119996934398564e+00
4.702799999999999758e-01,2.494777924554347326e+00
4.703200000000000158e-01,2.495435852175902358e+00
4.703600000000000003e-01,2.494942406459585538e+00
4.703999999999999848e-01,2.494284478839234875e+00
4.704400000000000248e-01,2.495106888364924114e+00
4.704800000000000093e-01,2.496422743611245831e+00
4.705199999999999938e-01,2.496093779799062773e+00
4.705599999999999783e-01,2.494448960744172439e+00
4.706000000000000183e-01,2.494777924554347326e+00
4.706400000000000028e-01,2.494942406459585538e+00
4.706799999999999873e-01,2.495929297893122456e+00
4.707200000000000273e-01,2.493955515029661729e+00
4.707600000000000118e-01,2.493626551220490040e+00
4.707999999999999963e-01,2.493791033125026146e+00
4.708399999999999808e-01,2.492639659795381935e+00
4.708800000000000208e-01,2.493133105507484792e+00
4.709200000000000053e-01,2.493462069316054741e+00
4.709599999999999898e-01,2.492804141699315856e+00
4.709999999999999742e-01,2.494284478839234875e+00
4.710400000000000142e-01,2.491817250277215567e+00
4.710799999999999987e-01,2.493791033125026146e+00
4.711199999999999832e-01,2.492639659795381935e+00
4.711600000000000232e-01,2.491981732180648113e+00
4.712000000000000077e-01,2.492968623603350142e+00
4.712399999999999922e-01,2.491652768373882942e+00
4.712799999999999767e-01,2.492804141699315856e+00
4.713200000000000167e-01,2.492804141699315856e+00
4.713600000000000012e-01,2.492310695987814739e+00
4.713999999999999857e-01,2.492804141699315856e+00
4.714400000000000257e-01,2.492968623603350142e+00
4.714800000000000102e-01,2.492804141699315856e+00
4.715199999999999947e-01,2.493133105507484792e+00
4.715599999999999792e-01,2.492804141699315856e+00
4.716000000000000192e-01,2.491981732180648113e+00
4.716400000000000037e-01,2.490994840761555196e+00
4.716799999999999882e-01,2.490830358858723503e+00
4.717199999999999727e-01,2.491159322664486808e+00
4.717600000000000127e-01,2.490007949346068727e+00
4.717999999999999972e-01,2.491159322664486808e+00
4.718399999999999817e-01,2.490172431248399043e+00
4.718800000000000217e-01,2.490994840761555196e+00
4.719200000000000061e-01,2.491488286470650682e+00
4.719599999999999906e-01,2.490336913150830167e+00
4.719999999999999751e-01,2.490172431248399043e+00
4.720400000000000151e-01,2.491488286470650682e+00
4.720799999999999996e-01,2.490336913150830167e+00
4.721199999999999841e-01,2.489843467443838332e+00
4.721600000000000241e-01,2.490172431248399043e+00
4.722000000000000086e-01,2.489021057934187375e+00
4.722399999999999931e-01,2.488692094131028210e+00
4.722799999999999776e-01,2.490007949346068727e+00
4.723200000000000176e-01,2.488198648427039750e+00
4.723600000000000021e-01,2.489843467443838332e+00
4.723999999999999866e-01,2.489350021737747554e+00
4.724400000000000266e-01,2.488034166525910695e+00
4.724800000000000111e-01,2.488856576032557832e+00
4.725199999999999956e-01,2.487211757021764669e+00
4.725599999999999801e-01,2.487047275121236023e+00
4.726000000000000201e-01,2.487376238922393679e+00
4.726400000000000046e-01,2.487047275121236023e+00
4.726799999999999891e-01,2.486389347520120197e+00
4.727199999999999736e-01,2.485073492322687816e+00
4.727600000000000136e-01,2.484909010423458575e+00
4.727999999999999980e-01,2.486060383720162026e+00
4.728399999999999825e-01,2.486060383720162026e+00
4.728800000000000225e-01,2.486389347520120197e+00
4.729200000000000070e-01,2.484909010423458575e+00
4.729599999999999915e-01,2.484744528524328810e+00
4.729999999999999760e-01,2.486224865620091151e+00
4.730400000000000160e-01,2.484251082827540369e+00
4.730800000000000005e-01,2.484580046625299410e+00
4.731199999999999850e-01,2.484580046625299410e+00
4.731600000000000250e-01,2.484415564726369929e+00
4.732000000000000095e-01,2.484909010423458575e+00
4.732399999999999940e-01,2.484086600928810729e+00
4.732799999999999785e-01,2.484909010423458575e+00
4.733200000000000185e-01,2.483922119030181008e+00
4.733600000000000030e-01,2.483922119030181008e+00
4.733999999999999875e-01,2.483099709538530320e+00
4.734400000000000275e-01,2.483593155233220884e+00
4.734800000000000120e-01,2.483264191436660440e+00
4.735199999999999965e-01,2.480139035389250068e+00
4.735599999999999810e-01,2.481783854357080710e+00
4.736000000000000210e-01,2.479645589700846031e+00
4.736400000000000055e-01,2.480303517285584736e+00
4.736799999999999899e-01,2.480467999182018435e+00
4.737199999999999744e-01,2.480796962975185149e+00
4.737600000000000144e-01,2.480139035389250068e+00
4.737999999999999989e-01,2.479645589700846031e+00
4.738399999999999834e-01,2.479481107804911044e+00
4.738800000000000234e-01,2.479645589700846031e+00
4.739200000000000079e-01,2.478494216431392339e+00
4.739599999999999924e-01,2.478658698326729137e+00
4.739999999999999769e-01,2.478494216431392339e+00
4.740400000000000169e-01,2.477342843166821407e+00
4.740800000000000014e-01,2.479152144013339054e+00
4.741199999999999859e-01,2.478000770745978354e+00
4.741600000000000259e-01,2.478329734536154572e+00
4.742000000000000104e-01,2.478329734536154572e+00
4.742399999999999949e-01,2.477178361272281304e+00
4.742799999999999794e-01,2.478329734536154572e+00
4.743200000000000194e-01,2.477013879377840233e+00
4.743600000000000039e-01,2.476026988013287689e+00
4.743999999999999884e-01,2.478000770745978354e+00
4.744399999999999729e-01,2.475533542332355452e+00
4.744800000000000129e-01,2.477507325061460985e+00
4.745199999999999974e-01,2.475533542332355452e+00
4.745599999999999818e-01,2.474053205294931779e+00
4.746000000000000218e-01,2.475862506119544282e+00
4.746400000000000063e-01,2.474546650973177719e+00
4.746799999999999908e-01,2.476355951801073818e+00
4.747199999999999753e-01,2.473066313941125749e+00
4.747600000000000153e-01,2.473066313941125749e+00
4.747999999999999998e-01,2.472901832049172910e+00
4.748399999999999843e-01,2.473724241509932309e+00
4.748800000000000243e-01,2.472901832049172910e+00
4.749200000000000088e-01,2.472901832049172910e+00
4.749599999999999933e-01,2.471750458808284812e+00
4.749999999999999778e-01,2.471914940699541763e+00
4.750400000000000178e-01,2.471421495026068005e+00
4.750800000000000023e-01,2.472079422590898634e+00
4.751199999999999868e-01,2.471914940699541763e+00
4.751600000000000268e-01,2.470928049353488198e+00
4.752000000000000113e-01,2.471092531244249102e+00
4.752399999999999958e-01,2.469941158011010884e+00
4.752799999999999803e-01,2.470105639901175376e+00
4.753200000000000203e-01,2.470105639901175376e+00
4.753600000000000048e-01,2.469941158011010884e+00
4.753999999999999893e-01,2.469447712341112044e+00
4.754399999999999737e-01,2.468625302893266760e+00
4.754800000000000137e-01,2.468296339114822935e+00
4.755199999999999982e-01,2.468789784782637220e+00
4.755599999999999827e-01,2.466980484005016461e+00
4.756000000000000227e-01,2.468131857225750014e+00
4.756400000000000072e-01,2.466980484005016461e+00
4.756799999999999917e-01,2.467144965893395270e+00
4.757199999999999762e-01,2.466816002116736684e+00
4.757600000000000162e-01,2.465829110789141687e+00
4.758000000000000007e-01,2.465500147014069388e+00
4.758399999999999852e-01,2.464677737578123029e+00
4.758800000000000252e-01,2.466322556452493320e+00
4.759200000000000097e-01,2.465500147014069388e+00
4.759599999999999942e-01,2.464184291917743685e+00
4.759999999999999787e-01,2.464348773804438064e+00
4.760400000000000187e-01,2.464513255691230587e+00
4.760800000000000032e-01,2.465006701352204121e+00
4.761199999999999877e-01,2.465500147014069388e+00
4.761600000000000277e-01,2.462868436827756469e+00
4.762000000000000122e-01,2.462868436827756469e+00
4.762399999999999967e-01,2.461881545514422953e+00
4.762799999999999812e-01,2.463032918713658148e+00
4.763200000000000212e-01,2.461717063629213609e+00
4.763600000000000056e-01,2.463197400599659304e+00
4.763999999999999901e-01,2.462703954941953377e+00
4.764399999999999746e-01,2.461059136089366106e+00
4.764800000000000146e-01,2.461388099859092016e+00
4.765199999999999991e-01,2.459578799130493376e+00
4.765599999999999836e-01,2.459743281014417082e+00
4.766000000000000236e-01,2.459085353479315117e+00
4.766400000000000081e-01,2.460072244782561146e+00
4.766799999999999926e-01,2.459249835362942616e+00
4.767199999999999771e-01,2.457111570883493634e+00
4.767600000000000171e-01,2.456782607118905837e+00
4.768000000000000016e-01,2.457933980296690635e+00
4.768399999999999861e-01,2.457440534648476227e+00
4.768800000000000261e-01,2.456782607118905837e+00
4.769200000000000106e-01,2.456289161472764881e+00
4.769599999999999951e-01,2.456453643354712835e+00
4.769999999999999796e-01,2.457769498413854059e+00
4.770400000000000196e-01,2.456124679590915072e+00
4.770800000000000041e-01,2.456289161472764881e+00
4.771199999999999886e-01,2.454808824539670198e+00
4.771599999999999731e-01,2.453492969494736720e+00
4.772000000000000131e-01,2.453821933255378340e+00
4.772399999999999975e-01,2.453328487614563791e+00
4.772799999999999820e-01,2.454150897016414756e+00
4.773200000000000220e-01,2.453328487614563791e+00
4.773600000000000065e-01,2.452341596335595675e+00
4.773999999999999910e-01,2.452177114456112417e+00
4.774399999999999755e-01,2.452835041974636532e+00
4.774800000000000155e-01,2.452999523854513697e+00
4.775200000000000000e-01,2.450532295666697724e+00
4.775599999999999845e-01,2.450367813788298044e+00
4.776000000000000245e-01,2.449545404397774906e+00
4.776400000000000090e-01,2.449709886275682980e+00
4.776799999999999935e-01,2.450367813788298044e+00
4.777199999999999780e-01,2.447736103747282677e+00
4.777600000000000180e-01,2.448887476887128045e+00
4.778000000000000025e-01,2.449545404397774906e+00
4.778399999999999870e-01,2.449216440642254966e+00
4.778800000000000270e-01,2.448722995009712466e+00
4.779200000000000115e-01,2.447242658117395386e+00
4.779599999999999960e-01,2.446420248736215886e+00
4.779999999999999805e-01,2.447571621870555436e+00
4.780400000000000205e-01,2.447571621870555436e+00
4.780800000000000050e-01,2.446749212488392722e+00
4.781199999999999894e-01,2.446584730612255232e+00
4.781599999999999739e-01,2.445926803108687153e+00
4.782000000000000139e-01,2.447242658117395386e+00
4.782399999999999984e-01,2.445926803108687153e+00
4.782799999999999829e-01,2.445268875606691594e+00
4.783200000000000229e-01,2.444939911856283121e+00
4.783600000000000074e-01,2.445433357482043490e+00
4.783999999999999919e-01,2.446420248736215886e+00
4.784399999999999764e-01,2.445268875606691594e+00
4.784800000000000164e-01,2.443624056858575866e+00
4.785200000000000009e-01,2.442966129362078131e+00
4.785599999999999854e-01,2.442472683740735562e+00
4.786000000000000254e-01,2.442801647488199279e+00
4.786400000000000099e-01,2.442472683740735562e+00
4.786799999999999944e-01,2.441650274373792229e+00
4.787199999999999789e-01,2.441156828754803332e+00
4.787600000000000189e-01,2.442637165614418127e+00
4.788000000000000034e-01,2.441979238120274953e+00
4.788399999999999879e-01,2.441650274373792229e+00
4.788799999999999724e-01,2.441156828754803332e+00
4.789200000000000124e-01,2.440169937519471421e+00
4.789599999999999969e-01,2.440663383136696396e+00
4.789999999999999813e-01,2.439183046287667800e+00
4.790400000000000214e-01,2.437538227575831051e+00
4.790800000000000058e-01,2.439018564416043588e+00
4.791199999999999903e-01,2.438031673188354009e+00
4.791599999999999748e-01,2.439840973775145194e+00
4.792000000000000148e-01,2.439183046287667800e+00
4.792399999999999993e-01,2.437373745705185613e+00
4.792799999999999838e-01,2.437867191317415472e+00
4.793200000000000238e-01,2.437373745705185613e+00
4.793600000000000083e-01,2.438031673188354009e+00
4.793999999999999928e-01,2.436880300093837270e+00
4.794399999999999773e-01,2.435070999526426583e+00
4.794800000000000173e-01,2.437044781964189166e+00
4.795200000000000018e-01,2.436715818223583963e+00
4.795599999999999863e-01,2.435728927004115807e+00
4.796000000000000263e-01,2.435728927004115807e+00
4.796400000000000108e-01,2.433755144575740825e+00
4.796799999999999953e-01,2.434084108312825734e+00
4.797199999999999798e-01,2.432439289631309620e+00
4.797600000000000198e-01,2.433590662707345142e+00
4.798000000000000043e-01,2.432768253366831335e+00
4.798399999999999888e-01,2.433755144575740825e+00
4.798799999999999732e-01,2.431616880294214411e+00
4.799200000000000133e-01,2.431123434693128527e+00
4.799599999999999977e-01,2.429643097895141324e+00
4.799999999999999822e-01,2.429643097895141324e+00
4.800400000000000222e-01,2.428820688566340813e+00
4.800800000000000067e-01,2.429807579761193992e+00
4.801199999999999912e-01,2.429149652297568629e+00
4.801599999999999757e-01,2.428656206700873010e+00
4.802000000000000157e-01,2.428656206700873010e+00
4.802400000000000002e-01,2.427175869916051276e+00
4.802799999999999847e-01,2.427175869916051276e+00
4.803200000000000247e-01,2.424215196370079539e+00
4.803600000000000092e-01,2.424708641958884581e+00
4.803999999999999937e-01,2.424379678232917001e+00
4.804399999999999782e-01,2.422734859608918878e+00
4.804800000000000182e-01,2.423063823332940458e+00
4.805200000000000027e-01,2.422241414023615924e+00
4.805599999999999872e-01,2.422405895885286320e+00
4.806000000000000272e-01,2.422734859608918878e+00
4.806400000000000117e-01,2.422570377747053971e+00
4.806799999999999962e-01,2.422405895885286320e+00
4.807199999999999807e-01,2.420925559133752181e+00
4.807600000000000207e-01,2.421090040994644976e+00
4.808000000000000052e-01,2.421747968439188270e+00
4.808399999999999896e-01,2.420103149830745259e+00
4.808799999999999741e-01,2.422405895885286320e+00
4.809200000000000141e-01,2.421583486577906452e+00
4.809599999999999986e-01,2.421419004716722334e+00
4.809999999999999831e-01,2.421747968439188270e+00
4.810400000000000231e-01,2.420761077272956197e+00
4.810800000000000076e-01,2.420432113551656439e+00
4.811199999999999921e-01,2.420432113551656439e+00
4.811599999999999766e-01,2.420103149830745259e+00
4.812000000000000166e-01,2.420267631691152665e+00
4.812400000000000011e-01,2.418458331232015812e+00
4.812799999999999856e-01,2.419445222390088635e+00
4.813200000000000256e-01,2.418787294950984990e+00
4.813600000000000101e-01,2.419280740530167062e+00
4.813999999999999946e-01,2.418129367513434769e+00
4.814399999999999791e-01,2.417471440077437084e+00
4.814800000000000191e-01,2.418787294950984990e+00
4.815200000000000036e-01,2.419609704250107018e+00
4.815599999999999881e-01,2.419938667970435553e+00
4.815999999999999726e-01,2.418787294950984990e+00
4.816400000000000126e-01,2.418293849372676441e+00
4.816799999999999971e-01,2.419280740530167062e+00
4.817199999999999815e-01,2.416484548926351117e+00
4.817600000000000215e-01,2.417964885654289908e+00
4.818000000000000060e-01,2.417142476360020442e+00
4.818399999999999905e-01,2.416977994501457783e+00
4.818799999999999750e-01,2.417635921936290622e+00
4.819200000000000150e-01,2.415662139636446160e+00
4.819599999999999995e-01,2.417306958218680357e+00
4.819999999999999840e-01,2.417800403795241859e+00
4.820400000000000240e-01,2.416320067068176147e+00
4.820800000000000085e-01,2.417635921936290622e+00
4.821199999999999930e-01,2.416813512642991491e+00
4.821599999999999775e-01,2.415004212206267376e+00
4.822000000000000175e-01,2.414510766634650807e+00
4.822400000000000020e-01,2.414510766634650807e+00
4.822799999999999865e-01,2.414181802920723818e+00
4.823200000000000265e-01,2.412865948068891875e+00
4.823600000000000110e-01,2.413359393637602324e+00
4.823999999999999955e-01,2.413030429925032028e+00
4.824399999999999800e-01,2.412043538789643282e+00
4.824800000000000200e-01,2.412865948068891875e+00
4.825200000000000045e-01,2.412701466212848533e+00
4.825599999999999890e-01,2.412536984356902003e+00
4.825999999999999734e-01,2.412701466212848533e+00
4.826400000000000134e-01,2.412208020645299378e+00
4.826799999999999979e-01,2.411221129512814532e+00
4.827199999999999824e-01,2.411879056934083998e+00
4.827600000000000224e-01,2.411879056934083998e+00
4.828000000000000069e-01,2.411056647657738861e+00
4.828399999999999914e-01,2.411385611367987014e+00
4.828799999999999759e-01,2.412043538789643282e+00
4.829200000000000159e-01,2.410563202093092716e+00
4.829600000000000004e-01,2.410563202093092716e+00
4.829999999999999849e-01,2.410727683947877953e+00
4.830400000000000249e-01,2.410727683947877953e+00
4.830800000000000094e-01,2.409082865404376328e+00
4.831199999999999939e-01,2.410892165802760445e+00
4.831599999999999784e-01,2.409905274674918552e+00
4.832000000000000184e-01,2.407931492429676634e+00
4.832400000000000029e-01,2.408918383550557873e+00
4.832799999999999874e-01,2.409082865404376328e+00
4.833200000000000274e-01,2.407438046870539861e+00
4.833600000000000119e-01,2.408753901696836230e+00
4.833999999999999964e-01,2.407273565017687300e+00
4.834399999999999809e-01,2.405793228346361889e+00
4.834800000000000209e-01,2.409576310966411672e+00
4.835200000000000053e-01,2.407767010576534084e+00
4.835599999999999898e-01,2.407602528723488788e+00
4.835999999999999743e-01,2.407109083164931551e+00
4.836400000000000143e-01,2.407602528723488788e+00
4.836799999999999988e-01,2.408260456136250394e+00
4.837199999999999833e-01,2.406615637607243841e+00
4.837600000000000233e-01,2.408095974282915108e+00
4.838000000000000078e-01,2.408095974282915108e+00
4.838399999999999923e-01,2.407109083164931551e+00
4.838799999999999768e-01,2.407931492429676634e+00
4.839200000000000168e-01,2.409082865404376328e+00
4.839600000000000013e-01,2.407602528723488788e+00
4.839999999999999858e-01,2.407109083164931551e+00
4.840400000000000258e-01,2.407438046870539861e+00
4.840800000000000103e-01,2.407602528723488788e+00
4.841199999999999948e-01,2.406944601312272614e+00
4.841599999999999793e-01,2.407602528723488788e+00
4.842000000000000193e-01,2.407602528723488788e+00
4.842400000000000038e-01,2.407273565017687300e+00
4.842799999999999883e-01,2.408260456136250394e+00
4.843199999999999728e-01,2.406944601312272614e+00
4.843600000000000128e-01,2.406451155754874449e+00
4.843999999999999972e-01,2.406615637607243841e+00
4.844399999999999817e-01,2.407109083164931551e+00
